text,basic_relationship,subtype_label
"  Childhood is over Ellie  Its time to grow up,  Ellie this is the way its been done for billions of years,  No more stalling Captain,  That isnt the way it works,  Eventually youll get here on your own  This was just the first step in time youll take another,  If we dont engineer a consistent causality itll work itself out on its own and thats almost always worse  Ellie according to your physics none of this is possible  A lot of it youre simply not capable of understanding not yet  No offense,  Now you go home,  You always have been  Were all descendants of the same stars Ellie  All made of the same primordial atoms,  Am I one or many,  You have your mothers hands  There are no tests Ellie  We dont sit in judgment  Think of us more as librarians  Curators of the Universes rarest and most valuable creation,  Not all  Some choose to stay at home and dream their dreams  Some never make it this far,  We dont know  Whoever they were they were gone long before we ever got here,  Oh we didnt build it  The transit system has been in place for billions of years were just its caretakers,  Many others,  You contacted us  We were simply listening  Weve been listening for millions of years,  Small moves Captain small moves,  Originally just another species like yourselves  Well not like you at all actually but,  We thought this might make things a little easier,  Am I artifact or dream  You might ask that about anything,  Thats my scientist,  Im sorry I couldnt be there for you sweetheart,  Thats a beauty Captain  Now get some sleep,  Mmm thats a good one  Maybe his echo  Okay no more stalling,  Big enough radio I dont see why not,  On that old shortwave  Maybe on a clear night  Come on now under the covers,  Just be yourself Captain  Find out where he is,  Try again between the static and Hey Jude thats where theyre hiding",pleasant,Diverse Work
  Small moves Captain small moves,pleasant,Diverse Work
"   of Hadden Industries,  The systems integration site,  The gods sent us the machine because they took pity on us,  You sound like Joseph  You think the world ends with the millennium,  What are you talking about  Its over,  It looks like pixie dust  Kent wouldve given anything to see this  David too,  Whats that,  Its so small,  Mr Hadden Im a scientist I dont make deals But  If you wish to give me in good faith access to your information I can assure you that I will exert all reasonable efforts to promote your cause wherever it doesnt conflict with the best interests of science or my better judgment,  And in return,  A machine  But a machine that does what,  Some kind of circuitry,  Youre saying there is no separate primer in the message  because its on every page so the recipient can decipher it wherever he is ,  A pagebreak signal  A period,  If I knew you any better Id say that doesnt sound like you,  Youve found it  What could I possibly have that you would want Mr Hadden,  I didnt realize I was out,  What kind of deal,  Why am I here Mr Hadden,  You live here",pleasant,Diverse Work
  You have a question Dr Arroway,pleasant,Diverse Work
"  Hot damn Drag Tomorrows Saturday Another week almost made,  Buck is a deal,  Fifty cents Sweet job like that worth at least a buck,  Im lucky I got a broom Work up top Real easy job Man its gonna be hot down in that ditch",family,Conjugal
"  We saw the broads,  A salesman Cool Hand Luke a salesman,  Ram it in and break it off,  Sure hes got kings but you still gotta call him,  Oh lean over here lady Lean this way",friend,Superficial Acquaintance
"  Yes Boss,  Yes sir Boss Paul,  I know I know Just dont hit me,  No Boss I wont I wont I got my mind right I got it right Boss Please dont hit me no more,  Yes Boss I got it right,  Dont hit me Please for Gods sake dont hit me,  I I I,  I dont know Boss,  Boss you dont need reasons to hit me",family,Conjugal
  Comin out here Boss,friend,Superficial Acquaintance
"  Well you got yourself some time now Two years Hell that aint much we got coupla men here doin twenty spots We got one whos got all of it We got all kinds and you gonna fit in real good Course in case you git rabbit in your blood and decide to take off fer home you git a bonus a some time and couple leg chains to keep you slowed down a little  fer your own good Youll learn the rules Its all up to you I can be a good guy or I can be one mean sonofabitch its up to you,  Says here you done real good in the war Silver Star Bronze Star couple Purple Hearts Sergeant Little time in stockades Come out the same way you went in Buck Private,  Well we aint never had one of them Whered you think that was gonna get you,  Maliciously destroyin municipal property while under the influence What was that",pleasant,Diverse Work
"  Mister Cool Hand here is the soft heart in our Loan Department Next,  You jes watch us,  Ah believe I smell me a blondehaired lady,  Only two Man I already done eight Nothin to it Just make the days and let the weeks and the years make themselves,  Hey Tattoo,  Fasten your flap All you Newmeats gonna have to shape up fast and hard on this gang We got rules here an in order to learn them you gotta keep your ears open and your mouths shut",family,Consanguine
  Dragline gives out the names here Youll get yours when he figures you out,pleasant,Diverse Work
"  I know hes got a paira kings He dont have to stick em in my ear,  Cuter,  Cuter again,  Cuter,  Man its so hot,  Bet Babalugats bet here",pleasant,Diverse Work
"  Thats all there was Listen Open your eyes Stop beatin it And stop feedin off me Now get out of the way Give me some air,  Fat milen a half Hit this red light highway patrol pulls up alongside,  Kick a buck,  That is one mean lady Bet her husband spends one day a week shooting milkmen",unpleasant,Undesirable
"  Open space  She hasnt been out of this apartment in three years  I didnt used to think it was real,  You threatened to drive her downtown  She has agoraphobia,  Only kidding",family,Conjugal
"  Where have you ubeenu  What happened to your wallet,  Stop acting like a silly little fag,  Youve got a date right uhereu Andy This has got to,  Youre fired,  Oh God I forget  Yes  Yes  You go  Poor thing you ought to get out,  Get out  All of you,  None of you know anything about it Now go  And Andy if you persist in playing doctor leave with them,  About what,  Reminded me that I used to be attractive  That men used to want me,  I want to die,  Oh God  I must have looked horrible,  But earlier he was staring up here  uPleaseu Andy,  Andy,  Monsieur Andy disapproves of my coiffure,  Andy  When a threeyearold says theres a monster under the bed you dont say forget it  You look under the bad  Im three years old  Call the prison,  He whispered but it was uhimu  I know it was him,  I had the dream again  And I got another call  This time he spoke  He said You and me you and me,  Ive told you  I cant afford to garage it,  I got it myself I couldnt wait,  Where were you  Dont tell me Its just under seventy right  The sun is strong but the air is dry and fresh",pleasant,Diverse Work
